id,date_created,current_status,status_history,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35
6232,12/20/2021,Analyzed by lab,"['Created 12/20/2021 Cleveland Clinic - South Pointe Hospital', 'Received 12/21/2021 Cleveland Police Department', 'Received 01/19/2022 Cuyahoga County Medical Examiner', 'Received 07/08/2022 Cleveland Police Department']",Created 12/20/2021 Cleveland Clinic - South Pointe Hospital,Received 12/21/2021 Cleveland Police Department,Received 01/19/2022 Cuyahoga County Medical Examiner,Received 07/08/2022 Cleveland Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6234,02/13/2022,Analyzed by lab,"['Created 02/13/2022 Cleveland Clinic - South Pointe Hospital', 'Received 02/13/2022 Beachwood Police Department', 'Received 02/17/2022 Cuyahoga County Medical Examiner', 'Received 08/23/2022 Beachwood Police Department']",Created 02/13/2022 Cleveland Clinic - South Pointe Hospital,Received 02/13/2022 Beachwood Police Department,Received 02/17/2022 Cuyahoga County Medical Examiner,Received 08/23/2022 Beachwood Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6235,10/02/2021,Evidence collected (not received by law enforcement),['Created 10/02/2021 Cleveland Clinic - South Pointe Hospital'],Created 10/02/2021 Cleveland Clinic - South Pointe Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6236,10/17/2021,Ready to send to lab,"['Created 10/17/2021 Cleveland Clinic - South Pointe Hospital', 'Received 10/18/2021 Warrensville Heights Police Department']",Created 10/17/2021 Cleveland Clinic - South Pointe Hospital,Received 10/18/2021 Warrensville Heights Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6237,12/13/2021,Ready to send to lab,"['Created 12/13/2021 Cleveland Clinic - South Pointe Hospital', 'Received 12/21/2021 Euclid Police Department']",Created 12/13/2021 Cleveland Clinic - South Pointe Hospital,Received 12/21/2021 Euclid Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6238,11/03/2021,Analyzed by lab,"['Created 11/03/2021 Cleveland Clinic - South Pointe Hospital', 'Received 11/03/2021 Cleveland Police Department', 'Received 12/09/2021 Cuyahoga County Medical Examiner', 'Received 04/19/2022 Cleveland Police Department']",Created 11/03/2021 Cleveland Clinic - South Pointe Hospital,Received 11/03/2021 Cleveland Police Department,Received 12/09/2021 Cuyahoga County Medical Examiner,Received 04/19/2022 Cleveland Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,12/11/2021,Analyzed by lab,"['Created 12/11/2021 Cleveland Clinic - South Pointe Hospital', 'Received 12/11/2021 Cleveland Police Department', 'Received 12/29/2021 Cuyahoga County Medical Examiner', 'Received 04/12/2022 Cleveland Police Department']",Created 12/11/2021 Cleveland Clinic - South Pointe Hospital,Received 12/11/2021 Cleveland Police Department,Received 12/29/2021 Cuyahoga County Medical Examiner,Received 04/12/2022 Cleveland Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240,09/29/2021,Analyzed by lab,"['Created 09/29/2021 Cleveland Clinic - South Pointe Hospital', 'Received 09/29/2021 North Randall Police Department', 'Received 10/22/2021 BCI Richfield']",Created 09/29/2021 Cleveland Clinic - South Pointe Hospital,Received 09/29/2021 North Randall Police Department,Received 10/22/2021 BCI Richfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6241,10/08/2022,Evidence collected (not received by law enforcement),['Created 10/08/2022 Cleveland Clinic - South Pointe Hospital'],Created 10/08/2022 Cleveland Clinic - South Pointe Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6242,11/06/2021,Destroyed,"['Created 11/06/2021 Wexner Medical Center at the Ohio State University', 'Received 11/06/2021 Ohio State Highway Patrol - Columbus District', 'Destroyed 11/22/2021 Out Of State']",Created 11/06/2021 Wexner Medical Center at the Ohio State University,Received 11/06/2021 Ohio State Highway Patrol - Columbus District,Destroyed 11/22/2021 Out Of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6243,11/07/2021,Analyzed by lab,"['Created 11/07/2021 Wexner Medical Center at the Ohio State University', 'Received 11/27/2021 Columbus Police Department', 'Received 04/29/2022 Columbus Police Crime Laboratory', 'Received 11/14/2022 Columbus Police Department']",Created 11/07/2021 Wexner Medical Center at the Ohio State University,Received 11/27/2021 Columbus Police Department,Received 04/29/2022 Columbus Police Crime Laboratory,Received 11/14/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6244,12/05/2021,Analyzed by lab,"['Created 12/05/2021 Wexner Medical Center East Hospital', 'Received 06/10/2022 Columbus Police Department', 'Received 06/10/2022 Columbus Police Crime Laboratory', 'Received 06/10/2022 Columbus Police Crime Laboratory', 'Received 11/07/2022 Columbus Police Department']",Created 12/05/2021 Wexner Medical Center East Hospital,Received 06/10/2022 Columbus Police Department,Received 06/10/2022 Columbus Police Crime Laboratory,Received 06/10/2022 Columbus Police Crime Laboratory,Received 11/07/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,
6245,12/09/2021,Analyzed by lab,"['Created 12/09/2021 Wexner Medical Center East Hospital', 'Received 12/10/2021 Columbus Police Department', 'Received 05/06/2022 Columbus Police Crime Laboratory', 'Received 05/06/2022 Columbus Police Crime Laboratory', 'Received 10/19/2022 Columbus Police Department']",Created 12/09/2021 Wexner Medical Center East Hospital,Received 12/10/2021 Columbus Police Department,Received 05/06/2022 Columbus Police Crime Laboratory,Received 05/06/2022 Columbus Police Crime Laboratory,Received 10/19/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,
6246,12/13/2021,Analyzed by lab,"['Created 12/13/2021 Wexner Medical Center East Hospital', 'Received 12/17/2021 Columbus Police Department', 'Received 06/28/2022 Columbus Police Crime Laboratory', 'Received 01/11/2023 Columbus Police Department']",Created 12/13/2021 Wexner Medical Center East Hospital,Received 12/17/2021 Columbus Police Department,Received 06/28/2022 Columbus Police Crime Laboratory,Received 01/11/2023 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6247,12/24/2021,Analyzed by lab,"['Created 12/24/2021 Wexner Medical Center East Hospital', 'Received 12/25/2021 Columbus Police Department', 'Received 07/25/2022 Columbus Police Crime Laboratory', 'Received 01/11/2023 Columbus Police Department']",Created 12/24/2021 Wexner Medical Center East Hospital,Received 12/25/2021 Columbus Police Department,Received 07/25/2022 Columbus Police Crime Laboratory,Received 01/11/2023 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248,02/14/2022,Analyzed by lab,"['Created 02/14/2022 Wexner Medical Center East Hospital', 'Received 07/18/2022 Columbus Police Department', 'Received 07/18/2022 Columbus Police Crime Laboratory', 'Received 01/11/2023 Columbus Police Department']",Created 02/14/2022 Wexner Medical Center East Hospital,Received 07/18/2022 Columbus Police Department,Received 07/18/2022 Columbus Police Crime Laboratory,Received 01/11/2023 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6249,02/25/2022,Being analyzed by lab,"['Created 02/25/2022 Wexner Medical Center East Hospital', 'Received 02/28/2022 Columbus Police Department', 'Received 10/28/2022 Columbus Police Crime Laboratory']",Created 02/25/2022 Wexner Medical Center East Hospital,Received 02/28/2022 Columbus Police Department,Received 10/28/2022 Columbus Police Crime Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,02/21/2022,Analyzed by lab,"['Created 02/21/2022 Wexner Medical Center East Hospital', 'Received 02/28/2022 Columbus Police Department', 'Received 07/25/2022 Columbus Police Crime Laboratory', 'Received 01/11/2023 Columbus Police Department']",Created 02/21/2022 Wexner Medical Center East Hospital,Received 02/28/2022 Columbus Police Department,Received 07/25/2022 Columbus Police Crime Laboratory,Received 01/11/2023 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6251,02/27/2022,Being analyzed by lab,"['Created 02/27/2022 Wexner Medical Center East Hospital', 'Received 03/31/2022 Columbus Police Department', 'Received 01/17/2023 Columbus Police Crime Laboratory']",Created 02/27/2022 Wexner Medical Center East Hospital,Received 03/31/2022 Columbus Police Department,Received 01/17/2023 Columbus Police Crime Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6253,10/31/2021,Requires law enforcement data,"['Created 10/31/2021 Blanchard Valley Regional Health System', ""Received 11/08/2021 Hardin County Sheriff's Office""]",Created 10/31/2021 Blanchard Valley Regional Health System,Received 11/08/2021 Hardin County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6254,06/13/2022,Analyzed by lab,"['Created 06/13/2022 Blanchard Valley Regional Health System', ""Received 06/14/2022 Wood County Sheriff's Office"", 'Received 06/14/2022 BCI Bowling Green', ""Received 09/06/2022 Wood County Sheriff's Office""]",Created 06/13/2022 Blanchard Valley Regional Health System,Received 06/14/2022 Wood County Sheriff's Office,Received 06/14/2022 BCI Bowling Green,Received 09/06/2022 Wood County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255,11/14/2022,Being analyzed by lab,"['Created 11/14/2022 Blanchard Valley Regional Health System', 'Received 11/21/2022 Findlay Police Department', 'Received 11/21/2022 Findlay Police Department']",Created 11/14/2022 Blanchard Valley Regional Health System,Received 11/21/2022 Findlay Police Department,Received 11/21/2022 Findlay Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6256,09/04/2021,Analyzed by lab,"['Created 09/04/2021 Blanchard Valley Regional Health System', 'Received 09/08/2021 Findlay Police Department', 'Received 09/08/2021 BCI Bowling Green', 'Received 11/29/2021 Findlay Police Department']",Created 09/04/2021 Blanchard Valley Regional Health System,Received 09/08/2021 Findlay Police Department,Received 09/08/2021 BCI Bowling Green,Received 11/29/2021 Findlay Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257,11/23/2021,Analyzed by lab,"['Created 11/23/2021 Blanchard Valley Regional Health System', 'Received 11/29/2021 Findlay Police Department', 'Received 11/29/2021 BCI Bowling Green', 'Received 03/02/2022 Findlay Police Department']",Created 11/23/2021 Blanchard Valley Regional Health System,Received 11/29/2021 Findlay Police Department,Received 11/29/2021 BCI Bowling Green,Received 03/02/2022 Findlay Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258,11/28/2022,Analyzed by lab,"['Created 11/28/2022 Blanchard Valley Regional Health System', 'Received 12/01/2022 Findlay Police Department', 'Received 12/02/2022 BCI Bowling Green', 'Received 01/16/2023 Findlay Police Department']",Created 11/28/2022 Blanchard Valley Regional Health System,Received 12/01/2022 Findlay Police Department,Received 12/02/2022 BCI Bowling Green,Received 01/16/2023 Findlay Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6259,11/14/2021,Analyzed by lab,"['Created 11/14/2021 Blanchard Valley Regional Health System', 'Received 11/24/2021 Findlay Police Department', 'Received 11/29/2021 BCI Bowling Green', 'Received 01/28/2022 Findlay Police Department']",Created 11/14/2021 Blanchard Valley Regional Health System,Received 11/24/2021 Findlay Police Department,Received 11/29/2021 BCI Bowling Green,Received 01/28/2022 Findlay Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260,11/04/2021,Analyzed by lab,"['Created 11/04/2021 Blanchard Valley Regional Health System', 'Received 11/05/2021 Fostoria Police Department', 'Received 12/10/2021 BCI Bowling Green', 'Received 03/07/2022 Fostoria Police Department']",Created 11/04/2021 Blanchard Valley Regional Health System,Received 11/05/2021 Fostoria Police Department,Received 12/10/2021 BCI Bowling Green,Received 03/07/2022 Fostoria Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6261,03/03/2023,Being analyzed by lab,"['Created 03/03/2023 Blanchard Valley Regional Health System', 'Received 03/14/2023 Findlay Police Department', 'Received 03/23/2023 BCI Bowling Green']",Created 03/03/2023 Blanchard Valley Regional Health System,Received 03/14/2023 Findlay Police Department,Received 03/23/2023 BCI Bowling Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6262,08/19/2021,Analyzed by lab,"[""Created 08/19/2021 Nationwide Children's Hospital"", ""Received 08/23/2021 Perry County Sheriff's Office"", 'Received 08/31/2021 BCI Athens', ""Received 12/17/2021 Perry County Sheriff's Office""]",Created 08/19/2021 Nationwide Children's Hospital,Received 08/23/2021 Perry County Sheriff's Office,Received 08/31/2021 BCI Athens,Received 12/17/2021 Perry County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6263,08/28/2021,Analyzed by lab,"[""Created 08/28/2021 Nationwide Children's Hospital"", 'Received 09/27/2021 Columbus Police Department', 'Received 09/27/2021 Columbus Police Crime Laboratory', 'Received 08/15/2022 Columbus Police Department']",Created 08/28/2021 Nationwide Children's Hospital,Received 09/27/2021 Columbus Police Department,Received 09/27/2021 Columbus Police Crime Laboratory,Received 08/15/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6264,09/28/2021,Analyzed by lab,"[""Created 09/28/2021 Nationwide Children's Hospital"", 'Received 11/14/2021 Bellefontaine Police Department', 'Received 02/01/2022 BCI London', 'Received 04/17/2022 Bellefontaine Police Department']",Created 09/28/2021 Nationwide Children's Hospital,Received 11/14/2021 Bellefontaine Police Department,Received 02/01/2022 BCI London,Received 04/17/2022 Bellefontaine Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6265,08/30/2021,Evidence collected (not received by law enforcement),"[""Created 08/30/2021 Nationwide Children's Hospital""]",Created 08/30/2021 Nationwide Children's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266,09/06/2021,Analyzed by lab,"[""Created 09/06/2021 Nationwide Children's Hospital"", 'Received 09/07/2021 Columbus Police Department', 'Received 09/08/2021 Columbus Police Crime Laboratory', 'Received 10/13/2022 Columbus Police Department']",Created 09/06/2021 Nationwide Children's Hospital,Received 09/07/2021 Columbus Police Department,Received 09/08/2021 Columbus Police Crime Laboratory,Received 10/13/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6267,08/31/2021,Analyzed by lab,"[""Created 08/31/2021 Nationwide Children's Hospital"", 'Received 09/07/2021 Columbus Police Department', 'Received 09/08/2021 Columbus Police Crime Laboratory', 'Received 08/26/2022 Columbus Police Department']",Created 08/31/2021 Nationwide Children's Hospital,Received 09/07/2021 Columbus Police Department,Received 09/08/2021 Columbus Police Crime Laboratory,Received 08/26/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6268,08/08/2021,Analyzed by lab,"[""Created 08/08/2021 Nationwide Children's Hospital"", ""Received 08/16/2021 Fairfield County Sheriff's Office"", 'Received 08/30/2021 BCI London', ""Received 11/16/2021 Fairfield County Sheriff's Office""]",Created 08/08/2021 Nationwide Children's Hospital,Received 08/16/2021 Fairfield County Sheriff's Office,Received 08/30/2021 BCI London,Received 11/16/2021 Fairfield County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6269,08/18/2021,Analyzed by lab,"[""Created 08/18/2021 Nationwide Children's Hospital"", 'Received 08/23/2021 Columbus Police Department', 'Received 08/23/2021 Columbus Police Crime Laboratory', 'Received 04/27/2022 Columbus Police Department']",Created 08/18/2021 Nationwide Children's Hospital,Received 08/23/2021 Columbus Police Department,Received 08/23/2021 Columbus Police Crime Laboratory,Received 04/27/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6270,08/13/2021,Analyzed by lab,"[""Created 08/13/2021 Nationwide Children's Hospital"", 'Received 08/24/2021 Reynoldsburg Police Department', 'Received 08/25/2021 BCI London', 'Received 12/09/2021 Reynoldsburg Police Department']",Created 08/13/2021 Nationwide Children's Hospital,Received 08/24/2021 Reynoldsburg Police Department,Received 08/25/2021 BCI London,Received 12/09/2021 Reynoldsburg Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6271,08/28/2021,Being analyzed by lab,"[""Created 08/28/2021 Nationwide Children's Hospital"", 'Received 09/08/2021 Meigs County Prosecutor', 'Received 09/17/2021 BCI Athens']",Created 08/28/2021 Nationwide Children's Hospital,Received 09/08/2021 Meigs County Prosecutor,Received 09/17/2021 BCI Athens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6273,05/28/2022,Analyzed by lab,"['Created 05/28/2022 Adena Pike Medical Center', ""Received 06/22/2022 Scioto County Sheriff's Office"", 'Received 06/21/2022 BCI London', ""Received 08/05/2022 Scioto County Sheriff's Office""]",Created 05/28/2022 Adena Pike Medical Center,Received 06/22/2022 Scioto County Sheriff's Office,Received 06/21/2022 BCI London,Received 08/05/2022 Scioto County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6274,04/25/2022,Analyzed by lab,"['Created 04/25/2022 Adena Pike Medical Center', ""Received 05/04/2022 Scioto County Sheriff's Office"", 'Received 05/04/2022 BCI London', ""Received 08/01/2022 Scioto County Sheriff's Office""]",Created 04/25/2022 Adena Pike Medical Center,Received 05/04/2022 Scioto County Sheriff's Office,Received 05/04/2022 BCI London,Received 08/01/2022 Scioto County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6275,06/17/2022,Analyzed by lab,"['Created 06/17/2022 Adena Regional Medical Center', ""Received 06/18/2022 Fayette County Sheriff's Office"", 'Received 07/01/2022 BCI London', ""Received 08/22/2022 Fayette County Sheriff's Office""]",Created 06/17/2022 Adena Regional Medical Center,Received 06/18/2022 Fayette County Sheriff's Office,Received 07/01/2022 BCI London,Received 08/22/2022 Fayette County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,05/15/2022,Analyzed by lab,"['Created 05/15/2022 Adena Regional Medical Center', ""Received 05/16/2022 Ross County Sheriff's Office"", 'Received 05/19/2022 BCI London', ""Received 07/15/2022 Ross County Sheriff's Office""]",Created 05/15/2022 Adena Regional Medical Center,Received 05/16/2022 Ross County Sheriff's Office,Received 05/19/2022 BCI London,Received 07/15/2022 Ross County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6277,06/29/2022,Destroyed,"['Created 06/29/2022 Adena Regional Medical Center', 'Received 07/26/2022 Ohio State Highway Patrol - Jackson District', 'Destroyed 07/28/2022 Ohio Attorney General']",Created 06/29/2022 Adena Regional Medical Center,Received 07/26/2022 Ohio State Highway Patrol - Jackson District,Destroyed 07/28/2022 Ohio Attorney General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,06/04/2022,Analyzed by lab,"['Created 06/04/2022 Adena Regional Medical Center', ""Received 06/06/2022 Ross County Sheriff's Office"", 'Received 06/09/2022 BCI London', ""Received 08/15/2022 Ross County Sheriff's Office""]",Created 06/04/2022 Adena Regional Medical Center,Received 06/06/2022 Ross County Sheriff's Office,Received 06/09/2022 BCI London,Received 08/15/2022 Ross County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280,07/03/2022,Analyzed by lab,"['Created 07/03/2022 Adena Regional Medical Center', ""Received 07/11/2022 Ross County Sheriff's Office"", 'Received 07/07/2022 BCI London', ""Received 08/18/2022 Ross County Sheriff's Office""]",Created 07/03/2022 Adena Regional Medical Center,Received 07/11/2022 Ross County Sheriff's Office,Received 07/07/2022 BCI London,Received 08/18/2022 Ross County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6281,06/06/2022,Analyzed by lab,"['Created 06/06/2022 Adena Regional Medical Center', ""Received 06/13/2022 Ross County Sheriff's Office"", 'Received 06/17/2022 BCI London', ""Received 08/15/2022 Ross County Sheriff's Office""]",Created 06/06/2022 Adena Regional Medical Center,Received 06/13/2022 Ross County Sheriff's Office,Received 06/17/2022 BCI London,Received 08/15/2022 Ross County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,11/29/2021,Ready to send to lab,"['Created 11/29/2021 Wexner Medical Center at the Ohio State University', ""Received 11/29/2021 Pickaway County Sheriff's Office""]",Created 11/29/2021 Wexner Medical Center at the Ohio State University,Received 11/29/2021 Pickaway County Sheriff's Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283,11/14/2021,Analyzed by lab,"['Created 11/14/2021 Wexner Medical Center at the Ohio State University', 'Received 11/15/2021 Columbus Police Department', 'Received 04/22/2022 Columbus Police Crime Laboratory', 'Received 10/13/2022 Columbus Police Department']",Created 11/14/2021 Wexner Medical Center at the Ohio State University,Received 11/15/2021 Columbus Police Department,Received 04/22/2022 Columbus Police Crime Laboratory,Received 10/13/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284,06/11/2022,Being analyzed by lab,"['Created 06/11/2022 Wexner Medical Center at the Ohio State University', 'Received 08/09/2022 Columbus Police Department', 'Received 08/09/2022 Columbus Police Department', 'Received 01/25/2023 Columbus Police Crime Laboratory']",Created 06/11/2022 Wexner Medical Center at the Ohio State University,Received 08/09/2022 Columbus Police Department,Received 08/09/2022 Columbus Police Department,Received 01/25/2023 Columbus Police Crime Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285,01/23/2022,Being analyzed by lab,"['Created 01/23/2022 Wexner Medical Center at the Ohio State University', 'Received 02/04/2022 Columbus Police Department', 'Received 11/16/2022 Columbus Police Crime Laboratory']",Created 01/23/2022 Wexner Medical Center at the Ohio State University,Received 02/04/2022 Columbus Police Department,Received 11/16/2022 Columbus Police Crime Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,01/27/2022,Ready to send to lab,"['Created 01/27/2022 Wexner Medical Center at the Ohio State University', 'Received 01/28/2022 Columbus Police Department']",Created 01/27/2022 Wexner Medical Center at the Ohio State University,Received 01/28/2022 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6287,01/23/2022,Analyzed by lab,"['Created 01/23/2022 Wexner Medical Center at the Ohio State University', 'Received 01/31/2022 Columbus Police Department', 'Received 06/28/2022 Columbus Police Crime Laboratory', 'Received 01/11/2023 Columbus Police Department']",Created 01/23/2022 Wexner Medical Center at the Ohio State University,Received 01/31/2022 Columbus Police Department,Received 06/28/2022 Columbus Police Crime Laboratory,Received 01/11/2023 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6288,02/03/2022,Analyzed by lab,"['Created 02/03/2022 Wexner Medical Center at the Ohio State University', 'Received 02/08/2022 Columbus Police Department', 'Received 10/19/2022 Columbus Police Crime Laboratory', 'Received 02/27/2023 Columbus Police Department']",Created 02/03/2022 Wexner Medical Center at the Ohio State University,Received 02/08/2022 Columbus Police Department,Received 10/19/2022 Columbus Police Crime Laboratory,Received 02/27/2023 Columbus Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,02/06/2022,Being analyzed by lab,"['Created 02/06/2022 Wexner Medical Center at the Ohio State University', 'Received 11/18/2022 Columbus Police Department', 'Received 11/18/2022 Columbus Police Crime Laboratory']",Created 02/06/2022 Wexner Medical Center at the Ohio State University,Received 11/18/2022 Columbus Police Department,Received 11/18/2022 Columbus Police Crime Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290,02/22/2022,Destroyed,"['Created 02/22/2022 Wexner Medical Center at the Ohio State University', 'Received 03/03/2022 Ohio State Highway Patrol - Columbus District', 'Received 03/18/2022 BCI London', 'Received 08/25/2022 Ohio State Highway Patrol - Columbus District', 'Destroyed 08/19/2022 Ohio State Highway Patrol - Columbus District']",Created 02/22/2022 Wexner Medical Center at the Ohio State University,Received 03/03/2022 Ohio State Highway Patrol - Columbus District,Received 03/18/2022 BCI London,Received 08/25/2022 Ohio State Highway Patrol - Columbus District,Destroyed 08/19/2022 Ohio State Highway Patrol - Columbus District,,,,,,,,,,,,,,,,,,,,,,,,,,,
6291,03/11/2022,Analyzed by lab,"['Created 03/11/2022 Wexner Medical Center at the Ohio State University', 'Received 03/11/2022 Newark Police Department', 'Received 03/18/2022 BCI London', 'Received 05/20/2022 Newark Police Department']",Created 03/11/2022 Wexner Medical Center at the Ohio State University,Received 03/11/2022 Newark Police Department,Received 03/18/2022 BCI London,Received 05/20/2022 Newark Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6293,02/02/2023,Evidence collected (not received by law enforcement),['Created 02/02/2023 Metrohealth Medical Center - Cleveland Heights'],Created 02/02/2023 Metrohealth Medical Center - Cleveland Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6294,12/13/2022,Being analyzed by lab,"['Created 12/13/2022 Metrohealth Medical Center - Cleveland Heights', 'Received 12/15/2022 East Cleveland Police Department', 'Received 01/06/2023 Cuyahoga County Medical Examiner']",Created 12/13/2022 Metrohealth Medical Center - Cleveland Heights,Received 12/15/2022 East Cleveland Police Department,Received 01/06/2023 Cuyahoga County Medical Examiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296,02/21/2023,Being analyzed by lab,"['Created 02/21/2023 Metrohealth Medical Center - Cleveland Heights', ""Received 02/21/2023 Geauga County Sheriff's Office"", 'Received 02/21/2023 Metrohealth Medical Center - Cleveland Heights', ""Received 02/21/2023 Geauga County Sheriff's Office"", 'Received 02/23/2023 BCI Richfield']",Created 02/21/2023 Metrohealth Medical Center - Cleveland Heights,Received 02/21/2023 Geauga County Sheriff's Office,Received 02/21/2023 Metrohealth Medical Center - Cleveland Heights,Received 02/21/2023 Geauga County Sheriff's Office,Received 02/23/2023 BCI Richfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297,09/20/2022,Analyzed by lab,"['Created 09/20/2022 Metrohealth Medical Center - Cleveland Heights', 'Received 09/20/2022 Euclid Police Department', 'Received 11/18/2022 BCI Richfield', 'Received 12/22/2022 Euclid Police Department']",Created 09/20/2022 Metrohealth Medical Center - Cleveland Heights,Received 09/20/2022 Euclid Police Department,Received 11/18/2022 BCI Richfield,Received 12/22/2022 Euclid Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,07/31/2022,Analyzed by lab,"['Created 07/31/2022 Metrohealth Medical Center - Cleveland Heights', 'Received 08/01/2022 Cleveland Police Department', 'Received 08/11/2022 Cuyahoga County Medical Examiner', 'Received 12/22/2022 Cleveland Police Department']",Created 07/31/2022 Metrohealth Medical Center - Cleveland Heights,Received 08/01/2022 Cleveland Police Department,Received 08/11/2022 Cuyahoga County Medical Examiner,Received 12/22/2022 Cleveland Police Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304,02/17/2022,Analyzed by lab,"['Created 02/17/2022 Mercy Health Youngstown - St. Joseph Warren', 'Received 02/17/2022 Champion Twp. Police Department', 'Received 04/06/2022 BCI Richfield']",Created 02/17/2022 Mercy Health Youngstown - St. Joseph Warren,Received 02/17/2022 Champion Twp. Police Department,Received 04/06/2022 BCI Richfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,03/02/2022,Evidence collected (not received by law enforcement),['Created 03/02/2022 Mercy Health Youngstown - St. Elizabeth Youngstown'],Created 03/02/2022 Mercy Health Youngstown - St. Elizabeth Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,02/07/2022,Destroyed,"['Created 02/07/2022 Mercy Health Youngstown - St. Joseph Warren', 'Received 02/07/2022 Ohio State Highway Patrol - Warren District', 'Received 02/10/2022 BCI Richfield', 'Received 03/25/2022 Ohio State Highway Patrol - Warren District', 'Destroyed 03/25/2022 Ohio State Highway Patrol - Warren District']",Created 02/07/2022 Mercy Health Youngstown - St. Joseph Warren,Received 02/07/2022 Ohio State Highway Patrol - Warren District,Received 02/10/2022 BCI Richfield,Received 03/25/2022 Ohio State Highway Patrol - Warren District,Destroyed 03/25/2022 Ohio State Highway Patrol - Warren District,,,,,,,,,,,,,,,,,,,,,,,,,,,
